Image_Name,Line_Fit_Score
frame_0051.jpg,272501332.125708
frame_0422.jpg,1117280.0337712257
frame_0445.jpg,13590315.310459763
frame_0448.jpg,893995324.3322777
frame_0465.jpg,188367078.13632646
frame_0780.jpg,11991601.499287793
frame_0928.jpg,1679027.083423334
frame_1268.jpg,4505389.546371384
frame_1536.jpg,52319562.44879529
frame_1558.jpg,7554018.57088248
